cidade,area,quartos,banheiro,garagens,andar,animal,mobilia,condominio_reais,iptu,seguro_incendio
São Paulo,45,2,1,0,5,not acept,furnished,400,0,36
Belo Horizonte,75,3,2,1,3,acept,not furnished,500,50,20
Belo Horizonte,180,4,3,3,4,not acept,not furnished,1947,407,56
São Paulo,319,4,6,5,16,not acept,not furnished,5000,2900,128
Rio de Janeiro,44,1,1,0,3,acept,furnished,400,14,15
Belo Horizonte,450,4,3,4,8,acept,furnished,2000,717,170
São Paulo,350,3,5,3,-,acept,not furnished,0,1250,181
São Paulo,172,3,4,3,5,acept,not furnished,1650,900,115
São Paulo,43,1,1,1,2,not acept,furnished,488,133,46
Belo Horizonte,250,4,2,2,-,acept,furnished,600,0,47
Porto Alegre,35,1,1,0,2,acept,not furnished,120,92,18
Rio de Janeiro,85,2,1,0,-,acept,not furnished,470,217,43
Porto Alegre,76,1,1,0,5,not acept,furnished,503,177,22
Rio de Janeiro,57,2,1,0,7,acept,not furnished,430,54,20
São Paulo,200,3,5,3,5,acept,furnished,1513,584,56
Rio de Janeiro,56,2,1,1,3,acept,not furnished,860,90,20
São Paulo,217,4,4,3,3,acept,furnished,4180,1550,64
São Paulo,188,1,3,2,10,not acept,not furnished,1180,550,102
São Paulo,450,4,2,3,-,acept,not furnished,0,1000,196
São Paulo,120,4,4,4,-,acept,not furnished,0,0,61
Belo Horizonte,350,7,5,5,-,acept,not furnished,0,0,148
Campinas,49,2,1,1,1,acept,not furnished,263,38,13
São Paulo,160,4,4,0,9,acept,furnished,1300,787,41
Porto Alegre,170,3,3,2,-,acept,not furnished,0,209,143
Rio de Janeiro,80,2,2,0,6,acept,not furnished,650,0,33
São Paulo,35,1,1,0,16,not acept,furnished,2000,309,20
Belo Horizonte,60,2,1,1,1,acept,not furnished,467,78,10
Rio de Janeiro,200,4,2,1,7,acept,not furnished,2188,400,55
Rio de Janeiro,20,1,1,0,10,acept,furnished,214,0,28
São Paulo,135,2,3,3,8,acept,furnished,1600,459,54
Belo Horizonte,320,5,3,4,-,acept,not furnished,0,219,91
Porto Alegre,27,1,1,0,8,not acept,furnished,360,13,15
São Paulo,35,1,1,1,7,acept,not furnished,430,0,27
São Paulo,20,1,1,0,3,not acept,not furnished,224,0,20
Porto Alegre,240,4,4,2,-,acept,not furnished,0,630,89
São Paulo,50,1,1,1,7,acept,furnished,2000,382,26
São Paulo,132,3,3,2,1,not acept,furnished,2084,606,35
São Paulo,215,3,3,2,1,not acept,furnished,3000,834,191
São Paulo,136,3,4,3,4,not acept,not furnished,1546,350,45
São Paulo,74,2,1,0,2,acept,not furnished,589,0,37
Porto Alegre,39,1,1,0,11,acept,not furnished,340,13,9
São Paulo,240,3,4,3,-,acept,not furnished,0,325,91
São Paulo,50,2,1,0,-,not acept,not furnished,50,0,17
São Paulo,85,3,1,2,4,acept,not furnished,1600,139,25
São Paulo,77,3,3,2,-,acept,not furnished,223,70,37
Campinas,70,2,3,1,7,acept,not furnished,1196,0,26
São Paulo,172,3,4,3,1,acept,not furnished,1596,820,102
São Paulo,62,2,2,1,2,not acept,furnished,733,129,41
Porto Alegre,40,1,1,0,2,acept,not furnished,230,9,11
Rio de Janeiro,65,1,1,0,4,acept,not furnished,350,30,29
Rio de Janeiro,60,1,1,0,4,not acept,furnished,1400,192,26
São Paulo,30,1,1,0,-,acept,not furnished,0,75,14
Porto Alegre,65,2,1,0,5,acept,not furnished,550,34,13
São Paulo,200,3,4,2,10,acept,not furnished,1300,459,89
São Paulo,217,3,4,3,3,acept,not furnished,3400,917,25
Porto Alegre,100,3,2,2,2,acept,not furnished,650,92,37
Belo Horizonte,225,4,3,0,8,acept,not furnished,1850,466,100
Belo Horizonte,100,3,2,0,-,not acept,not furnished,0,236,197
São Paulo,49,2,2,1,9,acept,not furnished,500,100,19
São Paulo,62,1,1,0,3,acept,not furnished,550,0,27
São Paulo,52,1,1,0,3,not acept,furnished,218,0,10
São Paulo,500,4,8,4,-,acept,furnished,0,917,211
São Paulo,160,4,2,2,-,acept,not furnished,0,0,39
Porto Alegre,107,3,3,2,6,acept,not furnished,1200,250,63
São Paulo,160,3,4,3,-,acept,furnished,0,0,141
São Paulo,65,2,1,1,1,acept,not furnished,580,57,33
São Paulo,280,3,3,4,21,acept,not furnished,2498,1116,58
Rio de Janeiro,90,2,2,0,4,not acept,furnished,857,208,62
Porto Alegre,48,1,1,0,2,acept,not furnished,220,22,14
Porto Alegre,290,5,5,3,4,not acept,not furnished,3500,49,82
Rio de Janeiro,79,3,2,0,9,not acept,furnished,781,183,46
São Paulo,22,1,1,0,25,acept,not furnished,472,55,28
Belo Horizonte,87,3,2,2,11,acept,not furnished,700,125,47
Porto Alegre,47,1,1,1,1,not acept,furnished,400,0,33
Belo Horizonte,502,4,3,4,-,acept,not furnished,0,436,107
São Paulo,220,3,5,4,10,acept,not furnished,2250,84,87
São Paulo,46,2,1,0,7,acept,furnished,510,27,37
Rio de Janeiro,200,4,3,1,1,not acept,furnished,2400,534,88
Campinas,214,3,3,2,1,acept,not furnished,2016,227,75
Campinas,74,3,2,1,17,acept,not furnished,706,100,14
Campinas,90,3,2,1,2,acept,not furnished,495,76,21
Porto Alegre,55,1,1,0,1,acept,not furnished,250,32,11
Porto Alegre,64,2,1,0,4,not acept,furnished,250,9,25
São Paulo,600,5,5,6,-,acept,not furnished,0,1059,192
São Paulo,45,1,1,0,-,not acept,not furnished,700,0,20
Belo Horizonte,97,3,3,1,1,not acept,not furnished,320,109,18
Campinas,78,3,2,2,3,acept,furnished,755,37,25
São Paulo,260,4,6,5,-,acept,not furnished,0,667,91
São Paulo,175,4,3,2,-,acept,not furnished,0,380,49
Belo Horizonte,500,4,4,6,-,acept,not furnished,0,1021,246
São Paulo,210,3,4,4,13,not acept,not furnished,3150,1155,153
Rio de Janeiro,53,2,2,1,7,acept,not furnished,950,60,15
São Paulo,400,4,4,6,8,acept,not furnished,3900,1750,102
Belo Horizonte,402,4,4,4,-,acept,furnished,0,483,123
São Paulo,59,2,2,0,5,not acept,not furnished,754,25,26
Porto Alegre,76,1,1,0,-,acept,not furnished,209,52,19
Porto Alegre,78,2,1,0,3,acept,not furnished,280,32,22
São Paulo,200,3,4,1,8,not acept,furnished,2200,375,77
Belo Horizonte,52,1,2,1,11,acept,furnished,1000,211,48
Rio de Janeiro,110,2,2,1,14,acept,not furnished,910,216,19
São Paulo,330,3,3,5,-,acept,not furnished,0,1201,128
Porto Alegre,84,1,2,0,-,acept,furnished,300,0,33
Belo Horizonte,55,2,1,1,2,acept,not furnished,200,91,15
São Paulo,67,2,1,1,6,acept,not furnished,313,167,16
São Paulo,75,2,1,1,-,acept,not furnished,0,0,37
Rio de Janeiro,86,2,1,0,7,acept,not furnished,730,60,22
São Paulo,156,3,3,3,7,acept,furnished,1600,628,102
Porto Alegre,47,1,1,1,1,not acept,furnished,400,0,33
São Paulo,58,2,2,1,6,not acept,not furnished,520,0,27
São Paulo,61,1,2,1,9,acept,furnished,866,250,65
Porto Alegre,42,1,1,0,15,acept,not furnished,350,0,22
São Paulo,465,5,5,2,-,acept,furnished,0,1500,135
Belo Horizonte,30,1,1,0,2,not acept,not furnished,0,0,8
Belo Horizonte,268,4,4,3,3,acept,not furnished,700,250,45
Porto Alegre,47,1,1,1,1,not acept,furnished,400,0,33
São Paulo,260,4,5,4,9,acept,furnished,2014,1000,42
São Paulo,60,3,1,1,15,acept,furnished,556,4,31
São Paulo,95,2,1,1,15,acept,not furnished,900,67,39
Campinas,30,1,1,0,-,not acept,not furnished,0,0,22
São Paulo,60,2,1,0,-,acept,not furnished,120,90,26
Porto Alegre,171,2,2,1,2,acept,not furnished,1000,200,33
Rio de Janeiro,36,1,1,0,7,acept,not furnished,520,51,10
São Paulo,270,5,7,2,-,acept,not furnished,0,89,60
São Paulo,22,1,1,0,-,not acept,not furnished,50,5,9
São Paulo,186,4,4,3,11,acept,not furnished,1900,584,71
Porto Alegre,47,1,1,1,1,not acept,furnished,400,0,33
São Paulo,340,2,4,3,14,acept,not furnished,4900,917,191
Rio de Janeiro,69,2,1,1,9,acept,furnished,500,56,18
São Paulo,45,1,1,0,22,not acept,not furnished,350,33,13
Belo Horizonte,184,3,1,2,1,acept,furnished,300,110,54
Porto Alegre,55,1,1,1,3,acept,furnished,550,110,28
Rio de Janeiro,600,7,6,1,12,not acept,furnished,1300,1167,194
Rio de Janeiro,25,1,1,0,6,not acept,furnished,478,17,36
Porto Alegre,119,3,1,0,3,acept,not furnished,560,84,31
São Paulo,195,3,3,2,-,acept,not furnished,0,330,45
Belo Horizonte,133,4,4,3,6,not acept,not furnished,1500,800,94
São Paulo,200,2,1,1,-,acept,not furnished,0,200,37
Porto Alegre,62,3,2,1,1,not acept,not furnished,485,54,24
São Paulo,32,1,1,1,13,acept,furnished,500,0,35
Rio de Janeiro,160,3,2,1,3,acept,furnished,2000,367,87
São Paulo,85,2,1,1,-,acept,not furnished,0,0,22
Porto Alegre,440,3,2,3,6,not acept,not furnished,100,84,154
São Paulo,55,2,1,0,5,acept,furnished,620,24,31
São Paulo,90,2,2,1,-,acept,not furnished,959,67,38
Rio de Janeiro,124,4,2,1,2,acept,not furnished,1812,395,77
São Paulo,125,3,2,2,-,acept,furnished,0,150,46
Belo Horizonte,53,2,1,1,2,acept,not furnished,200,74,14
Campinas,70,3,1,1,1,acept,not furnished,600,17,20
São Paulo,347,4,5,4,5,acept,furnished,3500,1500,153
São Paulo,50,2,1,1,7,not acept,not furnished,800,200,44
Rio de Janeiro,92,2,2,0,3,acept,not furnished,1550,250,35
São Paulo,500,3,2,8,-,acept,not furnished,0,632,61
Belo Horizonte,49,2,1,1,4,acept,not furnished,225,0,14
São Paulo,65,2,2,1,7,acept,not furnished,630,25,23
Rio de Janeiro,135,4,2,1,-,acept,not furnished,0,115,51
Campinas,110,3,3,2,-,acept,not furnished,560,88,49
São Paulo,160,3,3,2,-,acept,not furnished,0,209,68
Porto Alegre,40,1,1,0,5,acept,furnished,350,46,12
Belo Horizonte,300,5,3,6,-,acept,not furnished,0,334,86
São Paulo,27,1,1,0,-,not acept,not furnished,0,0,13
Porto Alegre,125,4,2,0,7,acept,not furnished,1006,150,14
São Paulo,180,5,3,2,-,not acept,not furnished,0,0,136
Campinas,600,3,3,4,-,acept,not furnished,0,384,83
Porto Alegre,70,2,1,1,3,acept,furnished,360,30,36
Porto Alegre,70,2,2,0,4,not acept,furnished,250,42,23
Rio de Janeiro,82,2,2,1,5,acept,not furnished,820,102,26
São Paulo,70,3,2,1,9,acept,not furnished,400,84,21
São Paulo,60,2,2,1,5,acept,not furnished,700,100,19
São Paulo,48,1,1,1,3,acept,not furnished,660,110,42
São Paulo,78,3,1,2,7,acept,furnished,1350,150,30
São Paulo,320,8,4,0,-,acept,not furnished,450,350,158
Belo Horizonte,40,1,1,2,11,acept,not furnished,488,126,22
São Paulo,80,2,2,0,-,not acept,not furnished,0,167,17
São Paulo,50,2,1,0,12,acept,not furnished,500,7,18
São Paulo,168,3,4,3,10,acept,furnished,1900,1000,93
Porto Alegre,71,2,1,0,1,acept,not furnished,330,0,15
São Paulo,48,2,1,1,12,not acept,not furnished,405,104,26
São Paulo,350,4,4,0,-,acept,not furnished,0,989,121
Campinas,44,1,1,0,3,acept,furnished,350,12,12
Rio de Janeiro,28,1,1,0,1,acept,not furnished,450,0,25
Rio de Janeiro,180,4,3,1,8,not acept,furnished,2900,1250,166
São Paulo,230,5,3,2,-,acept,furnished,0,291,53
São Paulo,240,3,3,5,1,acept,not furnished,3000,0,45
Rio de Janeiro,80,2,1,0,3,acept,not furnished,871,94,8
Porto Alegre,92,3,1,0,1,acept,not furnished,600,42,27
São Paulo,340,4,5,4,2,acept,not furnished,2930,1334,102
Belo Horizonte,310,4,3,6,-,acept,not furnished,0,187,51
São Paulo,80,2,1,0,1,acept,furnished,500,0,39
São Paulo,75,1,1,2,8,acept,furnished,976,323,89
São Paulo,41,1,1,1,5,not acept,furnished,600,0,39
Belo Horizonte,476,3,2,2,-,not acept,not furnished,0,202,101
Porto Alegre,457,6,6,2,-,acept,furnished,0,417,152
São Paulo,45,1,1,0,-,not acept,not furnished,0,0,15
Campinas,114,3,2,1,4,acept,not furnished,967,176,18
Porto Alegre,320,3,4,4,-,acept,not furnished,0,234,88
São Paulo,47,1,2,1,2,acept,furnished,490,125,32
São Paulo,320,4,5,4,-,acept,not furnished,300,417,98
Belo Horizonte,164,3,2,2,-,acept,not furnished,0,131,53
Campinas,83,1,1,1,4,not acept,not furnished,500,59,14
Campinas,75,2,1,2,1,acept,not furnished,235,25,18
São Paulo,62,2,1,1,13,acept,not furnished,543,59,28
São Paulo,120,3,3,2,7,acept,not furnished,1350,400,61
São Paulo,190,3,2,2,9,acept,not furnished,1700,492,73
Rio de Janeiro,100,3,2,1,5,not acept,not furnished,980,125,58
São Paulo,87,3,3,2,12,not acept,furnished,930,253,39
Campinas,500,3,7,5,14,acept,furnished,1890,900,101
Rio de Janeiro,120,3,2,1,8,acept,not furnished,1470,190,46
São Paulo,130,3,2,0,18,acept,furnished,1386,574,58
São Paulo,240,4,3,3,6,acept,not furnished,2850,700,153
Porto Alegre,70,2,2,1,6,acept,not furnished,440,57,28
Campinas,52,2,1,1,7,acept,not furnished,248,77,13
São Paulo,160,3,2,2,-,acept,not furnished,0,267,61
Porto Alegre,84,2,1,0,3,acept,not furnished,500,73,14
São Paulo,136,3,2,2,2,acept,not furnished,1546,252,36
Belo Horizonte,93,3,3,2,1,not acept,not furnished,300,76,20
Belo Horizonte,544,4,3,7,-,acept,not furnished,0,250,53
São Paulo,50,2,1,1,9,acept,not furnished,390,0,14
São Paulo,140,3,3,2,3,acept,not furnished,2400,500,77
Porto Alegre,59,2,1,1,4,acept,furnished,260,50,29
Belo Horizonte,54,2,1,2,2,acept,not furnished,114,120,12
São Paulo,165,3,3,2,3,acept,furnished,1663,502,77
Porto Alegre,71,2,2,1,3,acept,not furnished,861,79,19
São Paulo,49,2,2,1,5,acept,not furnished,432,55,31
São Paulo,23,1,1,0,25,acept,not furnished,393,59,27
São Paulo,320,3,5,8,-,not acept,not furnished,0,567,136
Porto Alegre,44,1,2,0,3,acept,not furnished,140,10,20
São Paulo,90,2,1,2,4,acept,not furnished,1100,0,26
Porto Alegre,440,3,3,3,7,not acept,not furnished,100,84,154
São Paulo,480,4,6,5,9,acept,not furnished,6660,3063,191
Belo Horizonte,50,2,1,0,-,not acept,not furnished,0,25,9
Rio de Janeiro,158,3,2,2,14,acept,furnished,2000,445,104
São Paulo,45,1,1,0,-,not acept,not furnished,0,0,16
São Paulo,96,2,1,1,2,acept,not furnished,1080,118,55
Belo Horizonte,150,3,3,3,-,acept,not furnished,0,146,98
São Paulo,160,3,2,4,-,not acept,not furnished,0,0,53
Belo Horizonte,400,6,4,0,-,acept,not furnished,0,375,246
Belo Horizonte,280,4,4,3,8,acept,furnished,2850,503,120
São Paulo,311,4,5,6,4,acept,furnished,5083,3461,178
Rio de Janeiro,139,2,2,1,10,acept,furnished,1000,234,17
São Paulo,50,2,1,1,12,acept,not furnished,462,0,25
São Paulo,270,4,4,4,4,acept,not furnished,3900,0,37
Porto Alegre,80,2,2,1,5,acept,furnished,740,120,28
São Paulo,136,3,4,3,2,acept,not furnished,1490,500,36
São Paulo,60,2,2,2,7,acept,not furnished,894,210,14
Rio de Janeiro,187,2,3,3,14,acept,not furnished,1600,292,40
São Paulo,332,5,4,3,17,acept,not furnished,3200,1167,191
Belo Horizonte,45,1,1,1,3,not acept,furnished,300,0,40
Rio de Janeiro,168,3,2,0,1,acept,not furnished,1000,417,48
São Paulo,210,3,5,3,2,acept,furnished,1900,0,49
São Paulo,33,1,1,1,20,not acept,furnished,479,125,39
São Paulo,37,1,1,1,25,not acept,furnished,440,152,37
Belo Horizonte,616,5,5,6,-,acept,not furnished,0,1103,205
Rio de Janeiro,50,1,1,0,2,not acept,not furnished,800,26,11
São Paulo,253,4,5,3,16,acept,not furnished,2100,0,52
São Paulo,96,2,1,1,8,not acept,not furnished,795,159,32
São Paulo,103,2,3,2,17,acept,furnished,7000,500,115
São Paulo,320,4,4,5,-,acept,not furnished,0,1750,226
São Paulo,100,3,2,1,-,acept,not furnished,0,30,26
Porto Alegre,42,1,1,1,2,not acept,not furnished,280,280,12
Campinas,120,2,1,0,3,acept,not furnished,830,95,14
São Paulo,55,2,1,1,2,acept,not furnished,280,0,13
São Paulo,30,1,1,1,9,acept,not furnished,1,0,25
São Paulo,60,2,1,1,10,acept,not furnished,350,0,21
São Paulo,178,2,4,3,2,acept,not furnished,2580,70,77
Rio de Janeiro,32,1,1,0,10,acept,not furnished,360,62,19
São Paulo,190,3,4,2,10,not acept,not furnished,1764,48,77
São Paulo,70,2,1,0,-,not acept,not furnished,0,59,18
São Paulo,35,1,1,1,2,not acept,furnished,550,30,42
São Paulo,206,2,1,3,-,acept,not furnished,0,214,53
Porto Alegre,55,2,1,0,3,not acept,not furnished,290,210,18
Campinas,51,3,1,1,-,acept,not furnished,246,71,14
Rio de Janeiro,157,3,2,1,2,acept,not furnished,2499,550,58
São Paulo,68,2,1,1,5,acept,not furnished,610,35,18
Rio de Janeiro,33,1,1,0,6,not acept,furnished,500,0,33
Rio de Janeiro,160,3,2,1,1,acept,not furnished,2300,3700,41
São Paulo,680,4,5,8,-,acept,not furnished,0,217,121
São Paulo,60,2,2,1,14,not acept,furnished,916,59,72
São Paulo,37,1,1,1,8,acept,furnished,500,125,39
São Paulo,102,2,3,2,-,acept,not furnished,0,0,38
São Paulo,50,1,1,0,-,not acept,not furnished,0,0,12
São Paulo,45,2,1,1,2,not acept,furnished,1300,167,39
São Paulo,22,1,1,0,26,acept,not furnished,384,40,27
São Paulo,108,3,2,2,6,acept,not furnished,1200,275,71
São Paulo,245,4,3,4,8,acept,not furnished,3450,1667,77
Porto Alegre,66,2,1,0,4,acept,not furnished,450,42,19
São Paulo,78,1,1,1,12,acept,furnished,574,225,49
São Paulo,418,2,4,3,17,not acept,not furnished,5274,117,88
São Paulo,420,3,5,5,-,acept,not furnished,0,1084,124
São Paulo,140,3,3,1,6,acept,furnished,2200,359,50
Rio de Janeiro,38,1,1,1,3,acept,not furnished,423,0,19
Campinas,44,2,1,2,-,acept,not furnished,342,24,12
São Paulo,115,3,2,1,-,not acept,not furnished,0,0,151
São Paulo,52,2,1,1,7,acept,not furnished,616,65,16
Porto Alegre,373,4,4,4,-,acept,furnished,350,100,121
São Paulo,160,3,3,3,10,acept,furnished,1850,63,45
São Paulo,115,3,3,2,5,not acept,not furnished,1000,234,62
São Paulo,168,3,2,4,-,not acept,not furnished,600,317,53
São Paulo,41,1,1,1,3,acept,furnished,534,133,36
São Paulo,110,2,3,3,1,not acept,not furnished,1600,0,24
São Paulo,50,1,1,0,11,acept,furnished,370,177,44
Belo Horizonte,176,4,2,2,-,acept,not furnished,0,226,74
São Paulo,56,2,1,1,11,acept,furnished,530,0,32
São Paulo,115,3,3,3,-,acept,not furnished,0,71,37
São Paulo,126,4,2,2,4,acept,not furnished,870,290,39
São Paulo,70,1,1,1,-,not acept,not furnished,0,0,17
Porto Alegre,209,3,3,2,6,acept,furnished,450,542,52
São Paulo,89,2,2,2,8,acept,furnished,1440,351,98
São Paulo,44,2,1,0,1,acept,not furnished,260,0,15
Porto Alegre,79,3,1,0,10,acept,furnished,480,500,17
São Paulo,244,3,4,2,7,acept,furnished,3500,648,153
Campinas,60,2,1,0,1,acept,not furnished,457,55,15
Rio de Janeiro,15,1,1,0,-,acept,not furnished,50,0,10
São Paulo,34,1,1,1,1,not acept,furnished,0,0,37
Belo Horizonte,87,4,2,2,2,acept,not furnished,370,160,22
São Paulo,140,2,3,4,10,acept,furnished,2300,417,79
Porto Alegre,62,2,1,0,4,acept,not furnished,352,28,11
Belo Horizonte,100,3,2,1,3,acept,not furnished,600,140,24
São Paulo,132,3,1,2,7,not acept,furnished,920,400,102
São Paulo,472,3,2,4,-,acept,not furnished,0,650,98
São Paulo,60,1,1,1,7,not acept,not furnished,1037,0,26
São Paulo,360,4,4,4,5,acept,not furnished,5767,2507,115
São Paulo,160,5,3,3,-,acept,not furnished,0,321,68
São Paulo,220,3,4,4,12,not acept,not furnished,1710,790,45
São Paulo,70,2,1,1,6,acept,not furnished,900,50,23
Porto Alegre,90,3,2,1,12,acept,not furnished,500,79,22
São Paulo,336,6,2,3,-,acept,not furnished,0,1125,96
São Paulo,280,3,4,4,4,acept,not furnished,5000,1500,191
São Paulo,700,4,6,6,-,acept,not furnished,0,2176,188
São Paulo,243,3,2,1,5,acept,not furnished,1840,450,102
São Paulo,170,4,4,2,4,not acept,not furnished,1411,417,36
Rio de Janeiro,53,1,1,0,7,acept,not furnished,1,74,22
Belo Horizonte,100,3,1,0,-,acept,not furnished,0,216,33
Rio de Janeiro,68,3,2,1,14,acept,not furnished,830,82,14
São Paulo,510,4,6,4,9,acept,furnished,5300,3167,64
São Paulo,300,4,4,5,11,acept,not furnished,3150,1225,140
Rio de Janeiro,90,2,2,0,10,acept,furnished,1900,255,46
São Paulo,600,4,4,4,9,acept,not furnished,7400,3368,108
São Paulo,236,4,5,5,5,acept,not furnished,2827,1261,64
São Paulo,144,3,3,2,-,acept,furnished,0,109,76
São Paulo,300,3,2,0,-,acept,furnished,0,217,125
São Paulo,360,4,5,5,20,acept,not furnished,4900,1666,127
Rio de Janeiro,45,1,1,0,2,acept,not furnished,340,13,25
São Paulo,200,1,2,0,-,acept,not furnished,0,700,121
São Paulo,70,2,1,1,-,acept,not furnished,0,77,17
São Paulo,103,3,2,1,7,acept,not furnished,944,126,56
Belo Horizonte,1000,3,4,2,-,acept,not furnished,0,365,82
São Paulo,92,2,1,1,2,acept,not furnished,425,72,20
São Paulo,74,3,2,2,15,acept,not furnished,850,100,16
Rio de Janeiro,130,3,2,2,5,acept,not furnished,2250,415,84
São Paulo,85,2,1,0,1,acept,not furnished,720,28,40
Belo Horizonte,192,4,3,3,2,acept,furnished,412,196,32
Campinas,76,2,2,2,9,acept,furnished,679,146,40
São Paulo,154,4,3,3,4,acept,not furnished,1630,742,56
Campinas,140,4,3,2,2,acept,not furnished,1070,250,39
Porto Alegre,58,2,2,2,12,acept,not furnished,450,0,38
Campinas,98,3,2,1,1,acept,not furnished,727,84,16
São Paulo,98,3,2,2,10,acept,not furnished,900,0,58
Porto Alegre,188,3,4,2,-,acept,furnished,650,0,68
São Paulo,70,1,1,1,-,not acept,not furnished,0,142,39
São Paulo,80,2,2,1,8,not acept,furnished,1000,250,58
São Paulo,110,2,1,1,21,acept,not furnished,975,234,42
São Paulo,50,1,1,0,1,acept,not furnished,519,28,20
São Paulo,211,4,5,4,2,acept,not furnished,1543,714,49
Porto Alegre,280,5,3,3,-,acept,furnished,0,117,72
São Paulo,35,1,1,0,7,acept,not furnished,400,0,16
São Paulo,32,1,1,1,14,not acept,furnished,2000,125,22
São Paulo,120,3,2,8,-,acept,not furnished,0,386,46
Campinas,83,2,3,1,7,acept,not furnished,1100,42,20
São Paulo,65,2,2,0,6,acept,not furnished,400,0,25
Rio de Janeiro,50,2,1,1,2,not acept,furnished,328,0,30
São Paulo,40,1,1,1,8,not acept,furnished,1800,350,61
Campinas,48,2,1,1,3,acept,not furnished,183,0,16
São Paulo,300,5,6,6,-,acept,not furnished,0,2084,143
São Paulo,315,3,4,3,15,acept,furnished,1715,340,64
São Paulo,120,4,4,1,-,acept,not furnished,0,67,68
São Paulo,290,4,4,2,6,acept,furnished,3200,584,99
São Paulo,100,3,4,2,6,not acept,not furnished,1380,470,39
São Paulo,58,2,1,1,3,acept,not furnished,100,0,16
Campinas,119,3,3,2,14,acept,not furnished,663,133,70
Belo Horizonte,100,3,2,1,1,acept,not furnished,288,60,20
São Paulo,125,3,3,2,2,acept,not furnished,2250,500,42
Porto Alegre,135,3,3,4,5,acept,not furnished,200,0,59
São Paulo,63,2,2,1,19,acept,furnished,1000,133,140
Campinas,56,2,1,1,5,acept,not furnished,340,57,18
São Paulo,33,1,1,1,12,acept,furnished,565,123,41
Porto Alegre,50,2,1,0,18,acept,not furnished,500,0,19
Campinas,38,1,1,1,9,acept,not furnished,500,30,10
Belo Horizonte,30,1,1,0,1,not acept,not furnished,0,65,16
São Paulo,240,3,3,3,11,acept,furnished,3000,1200,127
Campinas,157,3,5,3,1,acept,not furnished,2300,442,89
Porto Alegre,35,1,1,1,1,not acept,furnished,0,0,21
Rio de Janeiro,40,1,1,0,7,acept,not furnished,600,50,14
Campinas,93,2,3,2,9,acept,not furnished,663,133,70
Belo Horizonte,312,4,5,4,15,acept,not furnished,3150,1747,200
São Paulo,45,2,1,1,4,acept,furnished,430,77,30
São Paulo,170,3,2,4,6,acept,not furnished,3678,1130,20
Belo Horizonte,280,4,7,4,6,not acept,not furnished,350,642,40
São Paulo,118,3,2,4,1,acept,not furnished,850,334,29
Campinas,450,5,4,8,-,acept,not furnished,0,400,53
Porto Alegre,67,2,1,1,8,not acept,furnished,600,96,37
Campinas,70,1,2,1,6,acept,furnished,1500,0,32
São Paulo,45,1,2,1,11,acept,not furnished,495,99,27
São Paulo,71,3,2,2,11,acept,furnished,630,92,28
Porto Alegre,99,3,3,1,2,not acept,not furnished,600,167,37
Rio de Janeiro,35,1,1,0,3,acept,furnished,450,0,21
São Paulo,50,1,1,0,6,not acept,not furnished,467,129,8
São Paulo,64,1,2,1,3,acept,not furnished,800,0,33
São Paulo,17,1,1,0,2,acept,not furnished,0,42,35
Rio de Janeiro,81,2,2,1,8,acept,furnished,615,225,46
Belo Horizonte,200,2,4,3,12,acept,not furnished,1897,827,200
Rio de Janeiro,75,4,1,0,2,acept,not furnished,800,34,29
Porto Alegre,90,3,3,1,1,acept,not furnished,320,91,37
Porto Alegre,59,2,2,1,2,not acept,not furnished,470,56,19
São Paulo,150,3,3,2,20,not acept,not furnished,2300,417,51
São Paulo,70,2,2,2,8,acept,furnished,835,102,35
Belo Horizonte,434,5,6,0,10,not acept,furnished,2629,2192,147
Belo Horizonte,95,3,2,2,10,acept,not furnished,657,143,31
Rio de Janeiro,235,4,3,1,8,not acept,furnished,2500,500,77
São Paulo,315,4,5,5,20,not acept,not furnished,2500,1000,29
São Paulo,89,3,2,2,19,acept,not furnished,900,184,77
São Paulo,30,1,1,1,10,not acept,not furnished,886,0,20
São Paulo,75,2,1,1,2,acept,not furnished,400,84,44
Campinas,78,3,2,2,3,acept,not furnished,605,68,22
Rio de Janeiro,44,1,1,0,4,acept,not furnished,632,86,22
Porto Alegre,180,3,2,3,2,acept,furnished,0,250,75
Porto Alegre,38,1,1,0,6,not acept,not furnished,670,92,12
São Paulo,90,1,1,0,1,not acept,not furnished,200,167,20
São Paulo,50,2,1,0,5,acept,not furnished,515,42,25
Rio de Janeiro,126,3,2,1,11,acept,not furnished,1658,591,42
São Paulo,60,1,2,0,-,not acept,not furnished,0,23,25
Belo Horizonte,136,3,3,2,6,acept,not furnished,230,234,36
São Paulo,170,3,2,2,-,acept,not furnished,0,309,64
São Paulo,48,2,1,0,2,acept,not furnished,0,0,16
São Paulo,384,5,5,3,13,acept,not furnished,4000,1240,102
Porto Alegre,64,1,1,1,6,acept,not furnished,400,400,22
Belo Horizonte,120,3,2,2,-,acept,not furnished,600,120,37
Porto Alegre,110,2,2,0,5,not acept,furnished,700,0,52
São Paulo,90,3,3,2,1,acept,not furnished,1171,280,26
São Paulo,45,1,1,0,1,not acept,not furnished,300,0,16
Belo Horizonte,201,4,4,4,7,acept,not furnished,1800,113,98
São Paulo,97,2,2,2,3,acept,not furnished,1400,42,28
Porto Alegre,450,6,2,8,-,acept,not furnished,0,197,72
São Paulo,132,4,4,3,8,acept,not furnished,2170,442,31
Campinas,90,3,1,1,1,acept,not furnished,1000,83,13
